#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,011,31100,INTERESES PRESTAMOS,,0.0,3.0,193973.7,0.0,193973.7,120288.0
,011,911,AMORT DE PRÉSTAMOS A L/P DE ENTES DEL SECTOR PÚBLICO.,,0.0,9.0,0.0,0.0,0.0,0.0
,011,91100,AMORT DE PRÉSTAMOS A L/P DE ENTES DEL SECTOR PÚBLICO.,,0.0,9.0,0.0,0.0,0.0,0.0
,011,91300,AMORTIZAC. PRESTAMOS MEDIO Y LARGO PLAZO ENTES F. S. PCO,,0.0,9.0,398587.87,184980.58,583568.45,582692.07
,132,62900,OTRAS INV NUEVAS ASOC AL FUNCIONAM OPERATIVO DE LOS SERV,,132,62900,1500.0,0.0,1500.0,1500.0
,132,12000,RETRIBUCIONES BASICAS SEGURIDAD,,1.0,1.0,0.0,0.0,0.0,0.0
,132,12003,SEGURIDAD. RETRIBUCIONES BÁSICAS  GRUPO C1.,,1.0,1.0,168042.28,0.0,168042.28,173063.51
,132,12004,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO C2.,,1.0,1.0,0.0,0.0,0.0,0.0
,132,12005,SUELDOS DEL GRUPO E.,,1.0,1.0,15357.16,0.0,15357.16,15357.16
,132,12006,SEGURIDAD Y ORDEN PÚBLICO.TRIENIOS.,,1.0,1.0,26408.46,0.0,26408.46,25937.78
,132,12009,OTRAS RETRIBUCIONES BÁSICAS.,,1.0,1.0,0.0,0.0,0.0,2215.31
,132,12100,RETRIBUC. COMPLEMENTARIAS  DESTINO SEGURIDAD,,1.0,1.0,108826.9,0.0,108826.9,112768.9
,132,12101,RETRIB. COMPL. ESPECÍFICO. SEGURIDAD,,1.0,1.0,244532.26,0.0,244532.26,251176.07
,132,13100,RETRIBUCIONES GP,,1.0,1.0,31350.0,0.0,31350.0,23030.55
,132,15000,PRODUCTIVIDAD PERSONAL SEGURIDAD,,1.0,1.0,11000.0,0.0,11000.0,10904.88
,132,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,,1.0,2.0,5300.0,0.0,5300.0,5269.56
,132,20400,ARRENDAMIENTO RENTING COCHE POLICIA,,1.0,2.0,14000.0,0.0,14000.0,12522.07
,132,21200,REPARAC. Y MANT. EDIFICIO POLICIA LOCAL,,1.0,2.0,2500.0,0.0,2500.0,770.27
,132,22100,ENERGÍA ELECTRÍCA EDIFICIO POLICIA LOCAL,,1.0,2.0,6000.0,0.0,6000.0,6662.33
,132,22104,VESTUARIO POLICIA LOCAL,,1.0,2.0,8000.0,0.0,8000.0,8658.23
,132,22699,GASTOS DIVERSOS SEGURIDAD,,1.0,2.0,2000.0,0.0,2000.0,1644.98
,132,22799,SEGURIDAD.OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,1.0,2.0,4500.0,0.0,4500.0,2783.42
,132,23300,OTRAS INDEMNIZACIONES. SEGURIDAD,,1.0,2.0,1000.0,0.0,1000.0,5457.76
,133,22109,PLACAS SEÑALIZACION VIAS PUBLICAS,,1.0,2.0,5000.0,0.0,5000.0,1696.69
,133,22711,RETIRADA DE VEHICULOS,,1.0,2.0,12500.0,0.0,12500.0,12263.35
,134,22699,GASTOS DIVERSOS. PROTECCION CIVIL,,1.0,2.0,6000.0,0.0,6000.0,6351.15
,151,60100,CUOTAS DE URBANIZACIÓN,,151,60100,0.0,346824.3,346824.3,98463.59
,151,12000,URBANISMO. RETRIB BÁSICAS GRUPO A1,,1.0,1.0,14677.32,0.0,14677.32,14677.32
,151,12001,URBANISMO RETRIBUCIONES BÁSICAS  GRUPO A2.,,1.0,1.0,25813.04,0.0,25813.04,22348.13
,151,12003,URBANISMO RETRIBUCIONES BÁSICAS  GRUPO C1.,,1.0,1.0,19769.68,0.0,19769.68,19769.68
,151,12004,URBANISMO RETRIBUCIONES BÁSICAS GRUPO C2.,,1.0,1.0,8378.58,0.0,8378.58,8378.58
,151,12006,URBANISMO. RETRIBUCIONES BÁSICAS TRIENIOS.,,1.0,1.0,14988.4,0.0,14988.4,13910.12
,151,12009,URBANISMO. OTRAS RETRIBUCIONES BÁSICAS.,,1.0,1.0,0.0,0.0,0.0,153.52
,151,12100,URBANISMO Y ARQUITECTURA.RETRIB. COMPL. DESTINO.,,1.0,1.0,44091.6,0.0,44091.6,42026.46
,151,12101,URBANISMO Y ARQUITECTURA. RETRIB. COMPL. ESPECIFICO.,,1.0,1.0,62957.44,0.0,62957.44,60847.48
,151,15000,PRODUCTIVIDAS PERS. URBANISMO Y ARQUITECTURA,,1.0,1.0,11750.0,0.0,11750.0,9123.52
,151,21200,URBANISMO. REPARACION Y MANTENIMIENTO,,1.0,2.0,1200.0,0.0,1200.0,1329.53
,151,22100,ENERGÍA ELECTRÍCA URBANISMO,,1.0,2.0,3500.0,0.0,3500.0,3641.03
,151,22700,LIMPIEZA Y ASEO.,,1.0,2.0,0.0,0.0,0.0,0.0
,151,22706,URBANSIMO.ESTUDIOS Y TRABAJOS TECNICOS,,1.0,2.0,70000.0,0.0,70000.0,23027.51
,151,62700,P.COMPLEJO INV. NUEVA FUNCION.SERVICIOS,,151,62700,0.0,32664.34,32664.34,0.0
