#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,011,31100,INTERESES PRESTAMOS,,0.0,3.0,150726.54,0.0,150726.54,82869.98
,011,911,AMORT DE PRÉSTAMOS A L/P DE ENTES DEL SECTOR PÚBLICO.,,0.0,9.0,0.0,0.0,0.0,0.0
,011,91100,AMORT DE PRÉSTAMOS A L/P DE ENTES DEL SECTOR PÚBLICO.,,0.0,9.0,0.0,0.0,0.0,0.0
,011,91300,AMORTIZAC. PRESTAMOS MEDIO Y LARGO PLAZO ENTES F. S. PCO,,0.0,9.0,337769.43,170000.0,507769.43,507532.94
,132,62400,SEGURDIDAD. ELEMENTOS DE TRANSPORTE,,132,62400,0.0,7230.0,7230.0,7229.75
,132,12000,RETRIBUCIONES BASICAS SEGURIDAD,,1.0,1.0,0.0,0.0,0.0,0.0
,132,12003,SEGURIDAD. RETRIBUCIONES BÁSICAS  GRUPO C1.,,1.0,1.0,168042.28,2926.83,170969.11,175147.12
,132,12004,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO C2.,,1.0,1.0,0.0,0.0,0.0,0.0
,132,12005,SUELDOS DEL GRUPO E.,,1.0,1.0,15357.16,263.74,15620.9,15620.9
,132,12006,SEGURIDAD Y ORDEN PÚBLICO.TRIENIOS.,,1.0,1.0,29847.66,388.3,30235.96,28823.86
,132,12009,OTRAS RETRIBUCIONES BÁSICAS.,,1.0,1.0,0.0,0.0,0.0,343.02
,132,12100,RETRIBUC. COMPLEMENTARIAS  DESTINO SEGURIDAD,,1.0,1.0,108826.9,2166.76,110993.66,114456.47
,132,12101,RETRIB. COMPL. ESPECÍFICO. SEGURIDAD,,1.0,1.0,244532.26,4819.93,249352.19,254823.22
,132,13100,RETRIBUCIONES GP,,1.0,1.0,31350.0,0.0,31350.0,4117.5
,132,15000,PRODUCTIVIDAD PERSONAL SEGURIDAD,,1.0,1.0,11000.0,95.0,11095.0,11092.16
,132,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,,1.0,2.0,5410.0,0.0,5410.0,5325.36
,132,20400,ARRENDAMIENTO RENTING COCHE POLICIA,,1.0,2.0,14000.0,0.0,14000.0,13660.44
,132,21200,REPARAC. Y MANT. EDIFICIO POLICIA LOCAL,,1.0,2.0,2500.0,0.0,2500.0,3918.36
,132,22100,ENERGÍA ELECTRÍCA EDIFICIO POLICIA LOCAL,,1.0,2.0,9000.0,0.0,9000.0,7657.47
,132,22104,VESTUARIO POLICIA LOCAL,,1.0,2.0,12000.0,0.0,12000.0,8897.31
,132,22699,GASTOS DIVERSOS SEGURIDAD,,1.0,2.0,2000.0,0.0,2000.0,12976.22
,132,22799,SEGURIDAD.OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,1.0,2.0,4500.0,0.0,4500.0,4602.81
,132,23300,OTRAS INDEMNIZACIONES. SEGURIDAD,,1.0,2.0,1000.0,0.0,1000.0,4367.12
,132,62900,OTRAS INV NUEVAS ASOC AL FUNCIONAM OPERATIVO DE LOS SERV,,132,62900,1500.0,0.0,1500.0,0.0
,133,22109,PLACAS SEÑALIZACION VIAS PUBLICAS,,1.0,2.0,5000.0,0.0,5000.0,1683.83
,133,22711,RETIRADA DE VEHICULOS,,1.0,2.0,12500.0,0.0,12500.0,13499.43
,134,22699,GASTOS DIVERSOS. PROTECCION CIVIL,,1.0,2.0,6000.0,0.0,6000.0,4976.49
,151,12000,URBANISMO. RETRIB BÁSICAS GRUPO A1,,1.0,1.0,14677.32,164.55,14841.87,14841.87
,151,12001,URBANISMO RETRIBUCIONES BÁSICAS  GRUPO A2.,,1.0,1.0,12906.52,336.32,13242.84,13242.84
,151,12003,URBANISMO RETRIBUCIONES BÁSICAS  GRUPO C1.,,1.0,1.0,19769.68,299.24,20068.92,20068.92
,151,12004,URBANISMO RETRIBUCIONES BÁSICAS GRUPO C2.,,1.0,1.0,8378.58,142.77,8521.35,8521.35
,151,12006,URBANISMO. RETRIBUCIONES BÁSICAS TRIENIOS.,,1.0,1.0,12648.7,188.41,12837.11,12837.12
,151,12009,URBANISMO. OTRAS RETRIBUCIONES BÁSICAS.,,1.0,1.0,0.0,0.0,0.0,0.0
,151,12100,URBANISMO Y ARQUITECTURA.RETRIB. COMPL. DESTINO.,,1.0,1.0,36441.86,757.24,37199.1,37199.09
,151,12101,URBANISMO Y ARQUITECTURA. RETRIB. COMPL. ESPECIFICO.,,1.0,1.0,55675.2,1081.24,56756.44,56756.43
,151,15000,PRODUCTIVIDAS PERS. URBANISMO Y ARQUITECTURA,,1.0,1.0,11750.0,0.0,11750.0,9280.21
,151,21200,URBANISMO. REPARACION Y MANTENIMIENTO,,1.0,2.0,1200.0,0.0,1200.0,1241.94
,151,22100,ENERGÍA ELECTRÍCA URBANISMO,,1.0,2.0,5300.0,0.0,5300.0,3330.19
,151,22699,URBANISMO OTROS GASTOS DIVERSOS,,1.0,2.0,6000.0,0.0,6000.0,0.0
,151,22700,LIMPIEZA Y ASEO.,,1.0,2.0,0.0,0.0,0.0,0.0
,151,22706,URBANSIMO.ESTUDIOS Y TRABAJOS TECNICOS,,1.0,2.0,70000.0,0.0,70000.0,86885.47
,151,60100,CUOTAS DE URBANIZACIÓN,,151,60100,0.0,248360.61,248360.61,0.0
,151,62700,P.COMPLEJO INV. NUEVA FUNCION.SERVICIOS,,151,62700,0.0,32664.34,32664.34,0.0
,155,21300,"VIAS PÚBLICAS.REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",,1.0,2.0,15000.0,0.0,15000.0,18217.58
,155,22699,VÍAS PÚBLICAS. MANT. SERVICIOS BIENESTAR COMUNITARIO,,1.0,2.0,15000.0,0.0,15000.0,722.42
,155,61900,OTRAS INVERSIONES EN INFRAESTRUCTURAS Y BIENES USO GENERAL,,155,61900,50000.0,637826.47,687826.47,273661.81
,161,22100,"SANEAMIENTO, ABASTACIMENTO AGUAS. ENERGIA ELÉCTRICA",,1.0,2.0,35000.0,0.0,35000.0,26384.53
,162,22700,"RECOGIDA, ELIMINAICÓN RESIDUOS .LIMPIEZA Y ASEO",,1.0,2.0,340000.0,0.0,340000.0,340536.77
,163,22700,LIMPIEZA VIARIA. LIMPIEZA Y ASEO.,,1.0,2.0,72600.0,0.0,72600.0,0.0
,164,62200,CEMENTERIO. INVERSION  EN EDIFICIOS Y OTRAS CONSTRUCCIONES,,164,62200,40000.0,-37000.0,3000.0,2335.3
,164,21200,CEMENTERIIO. RREPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,1.0,2.0,2500.0,0.0,2500.0,4265.49
,165,21300,"ALUMBRADO PÚBLICO.REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",,1.0,2.0,10000.0,0.0,10000.0,51081.19
