#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,011,31000,DEUDA PÚBLICA. INTERESES,,0.0,3.0,3000.0,0.0,3000.0,0.0
,011,31100,INTERESES PRESTAMOS,,0.0,3.0,0.0,0.0,0.0,0.0
,011,911,AMORT DE PRÉSTAMOS A L/P DE ENTES DEL SECTOR PÚBLICO.,,0.0,9.0,0.0,0.0,0.0,0.0
,011,91100,AMORT DE PRÉSTAMOS A L/P DE ENTES DEL SECTOR PÚBLICO.,,0.0,9.0,0.0,0.0,0.0,0.0
,011,91300,AMORTIZAC. PRESTAMOS MEDIO Y LARGO PLAZO ENTES F. S. PCO,,0.0,9.0,0.0,0.0,0.0,0.0
,132,12001,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO A2,,1.0,1.0,0.0,6517.8,6517.8,4184.56
,132,12000,RETRIBUCIONES BASICAS SEGURIDAD,,1.0,1.0,0.0,0.0,0.0,0.0
,132,12003,SEGURIDAD. RETRIBUCIONES BÁSICAS  GRUPO C1.,,1.0,1.0,179708.77,-3565.65,176143.12,151388.53
,132,12004,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO C2.,,1.0,1.0,0.0,0.0,0.0,0.0
,132,12005,SUELDOS DEL GRUPO E.,,1.0,1.0,15510.88,0.0,15510.88,15666.0
,132,12006,SEGURIDAD Y ORDEN PÚBLICO.TRIENIOS.,,1.0,1.0,36197.44,945.32,37142.76,33467.98
,132,12009,OTRAS RETRIBUCIONES BÁSICAS.,,1.0,1.0,0.0,0.0,0.0,1013.55
,132,12100,RETRIBUC. COMPLEMENTARIAS  DESTINO SEGURIDAD,,1.0,1.0,115816.96,2274.54,118091.5,102927.58
,132,12101,RETRIB. COMPL. ESPECÍFICO. SEGURIDAD,,1.0,1.0,268490.17,7946.9,276437.07,240648.54
,132,13100,RETRIBUCIONES GP,,1.0,1.0,0.0,0.0,0.0,0.0
,132,15000,PRODUCTIVIDAD PERSONAL SEGURIDAD,,1.0,1.0,2515.16,0.0,2515.16,0.0
,132,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,,1.0,2.0,0.0,0.0,0.0,0.0
,132,20400,ARRENDAMIENTO RENTING COCHE POLICIA,,1.0,2.0,10000.0,0.0,10000.0,10444.72
,132,21200,REPARAC. Y MANT. EDIFICIO POLICIA LOCAL,,1.0,2.0,1000.0,0.0,1000.0,2804.72
,132,22100,ENERGÍA ELECTRÍCA EDIFICIO POLICIA LOCAL,,1.0,2.0,9000.0,0.0,9000.0,6023.96
,132,22104,VESTUARIO POLICIA LOCAL,,1.0,2.0,12000.0,0.0,12000.0,10085.14
,132,22699,GASTOS DIVERSOS SEGURIDAD,,1.0,2.0,2000.0,0.0,2000.0,8049.11
,132,22799,SEGURIDAD.OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,1.0,2.0,4500.0,0.0,4500.0,4500.92
,132,23300,OTRAS INDEMNIZACIONES. SEGURIDAD,,1.0,2.0,2000.0,23000.0,25000.0,2970.0
,132,46200,SEGURIDAD. TRANSFERENCIAS A AYUNTAMIENTOS,,1.0,4.0,31350.0,0.0,31350.0,28828.8
,132,62900,OTRAS INV NUEVAS ASOC AL FUNCIONAM OPERATIVO DE LOS SERV,,132,62900,0.0,0.0,0.0,0.0
,133,22109,ORDENACIÓN DEL TRAFICO Y ESTACIONAMIENTO. PLACAS SEÑALIZACIO,,1.0,2.0,7500.0,0.0,7500.0,19678.94
,133,22711,RETIRADA DE VEHICULOS,,1.0,2.0,12500.0,0.0,12500.0,18718.7
,135,22699,GASTOS DIVERSOS. PROTECCION CIVIL,,1.0,2.0,5000.0,0.0,5000.0,4369.69
,151,12000,URBANISMO. RETRIB BÁSICAS GRUPO A1,,1.0,1.0,29648.44,-6356.76,23291.68,14961.37
,151,12001,URBANISMO RETRIBUCIONES BÁSICAS  GRUPO A2.,,1.0,1.0,13035.6,0.0,13035.6,13156.33
,151,12003,URBANISMO RETRIBUCIONES BÁSICAS  GRUPO C1.,,1.0,1.0,19967.64,0.0,19967.64,20167.52
,151,12004,URBANISMO RETRIBUCIONES BÁSICAS GRUPO C2.,,1.0,1.0,8462.48,0.0,8462.48,8547.18
,151,12006,URBANISMO. RETRIBUCIONES BÁSICAS TRIENIOS.,,1.0,1.0,14802.14,0.0,14802.14,13851.33
,151,12009,URBANISMO. OTRAS RETRIBUCIONES BÁSICAS.,,1.0,1.0,0.0,0.0,0.0,1097.69
,151,12100,URBANISMO Y ARQUITECTURA.RETRIB. COMPL. DESTINO.,,1.0,1.0,46679.22,-2943.75,43735.47,38574.58
,151,12101,URBANISMO Y ARQUITECTURA. RETRIB. COMPL. ESPECIFICO.,,1.0,1.0,79496.48,-9423.79,70072.69,63346.99
,151,13000,URBANISMO. RETRIBUCIONES BÁSICAS Y TRIENIOS,,1.0,1.0,0.0,0.0,0.0,0.0
,151,13002,URBANISMO. RETRIBUCIONES COMPLEMENTARIAS,,1.0,1.0,0.0,0.0,0.0,0.0
,151,15000,PRODUCTIVIDAS PERS. URBANISMO Y ARQUITECTURA,,1.0,1.0,2652.84,0.0,2652.84,1316.38
,151,21200,URBANISMO. REPARACION Y MANTENIMIENTO,,1.0,2.0,1200.0,0.0,1200.0,2319.57
,151,22100,ENERGÍA ELECTRÍCA URBANISMO,,1.0,2.0,2300.0,0.0,2300.0,2542.96
,151,22608,Gastos diversos,,1.0,2.0,5000.0,0.0,5000.0,339.53
,151,22699,URBANISMO OTROS GASTOS DIVERSOS,,1.0,2.0,1000.0,0.0,1000.0,2396.96
,151,22700,LIMPIEZA Y ASEO.,,1.0,2.0,0.0,0.0,0.0,0.0
,151,22706,URBANSIMO.ESTUDIOS Y TRABAJOS TECNICOS,,1.0,2.0,50000.0,0.0,50000.0,24036.65
,151,60100,CUOTAS DE URBANIZACIÓN,,151,60100,0.0,0.0,0.0,0.0
,151,62700,P.COMPLEJO INV. NUEVA FUNCION.SERVICIOS,,151,62700,0.0,32664.34,32664.34,0.0
,160,61900,INVERSION DE REPOSICION EN ELEMENTOS DEL ALCANTARILLADO,,160,61900,0.0,15000.0,15000.0,0.0
,160,22706,ALCANTARILLADO. Estudios y trabajos técnicos,,1.0,2.0,30000.0,0.0,30000.0,30137.14
,161,48000,SUBVENCIONES BIENESTAR COMUNITARIO,,1.0,4.0,0.0,59999.99,59999.99,59999.99
,161,22100,"SANEAMIENTO, ABASTACIMENTO AGUAS. ENERGIA ELÉCTRICA",,1.0,2.0,18000.0,0.0,18000.0,608.32
,161,22101,"ABASTECIMIENTO DOMICILIARIO DE AGUA, CONSUMO AGUA",,1.0,2.0,100000.0,61174.96,161174.96,158536.01
,161,22706,ABASTECIMEINTO AGUA POTABLE Estudios y trabajos técnicos,,1.0,2.0,31000.0,0.0,31000.0,7865.0
,161,62300,"MAQUINARIA, INSTALACIONES TECNICAS Y UTILLAJE",,161,62300,80000.0,-80000.0,0.0,0.0
,163,22700,LIMPIEZA VIARIA. LIMPIEZA Y ASEO.,,1.0,2.0,1000.0,0.0,1000.0,5031.91
,164,62200,CEMENTERIO. INVERSION  EN EDIFICIOS Y OTRAS CONSTRUCCIONES,,164,62200,0.0,39500.0,39500.0,34634.09
,164,62300,"MAQUINARIA, INSTALACIONES TECNICAS Y UTILLAJE",,164,62300,0.0,0.0,0.0,0.0
,164,21200,CEMENTERIIO. RREPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,1.0,2.0,2500.0,0.0,2500.0,713.82
