#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,011,91300,AMORTIZACIÓN PRÉSTAMOS LARGO PLAZO,,0.0,9.0,0.0,0.0,0.0,0.0
,011,31000,DEUDA PÚBLICA. INTERESES,,0.0,3.0,3000.0,0.0,3000.0,0.0
,132,12000,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO A1,,1.0,1.0,0.0,0.0,0.0,20412.23
,132,12001,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO A2,,1.0,1.0,13166.02,0.0,13166.02,2934.78
,132,12002,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO B,,1.0,1.0,23479.4,0.0,23479.4,0.0
,132,12003,SEGURIDAD. RETRIBUCIONES BÁSICAS  GRUPO C1.,,1.0,1.0,161340.16,0.0,161340.16,36725.5
,132,12005,SEGURIDAD. RETRIBUCIONES BÁSICAS GRUPO E.,,1.0,1.0,15666.0,0.0,15666.0,3357.0
,132,12006,SEGURIDAD Y ORDEN PÚBLICO.TRIENIOS.,,1.0,1.0,42603.92,0.0,42603.92,8474.13
,132,12009,SEGURIDAD. OTRAS RETRIBUCIONES BÁSICAS,,1.0,1.0,0.0,0.0,0.0,171.18
,132,12100,SEGURIDAD. RETRIBUCIONES COMPLEMENTO DESTINO,,1.0,1.0,124540.78,0.0,124540.78,25474.25
,132,12101,SEGURIDAD. RETRIBUCIONES COMPLEMENTO ESPECIFICO,,1.0,1.0,291833.58,0.0,291833.58,39884.53
,132,15000,PRODUCTIVIDAD PERSONAL SEGURIDAD,,1.0,1.0,2515.16,0.0,2515.16,0.0
,132,20400,ARRENDAMIENTO RENTING COCHE POLICIA,,1.0,2.0,10500.0,0.0,10500.0,1606.88
,132,20401,ARRENDAMIENTO COCHE GUARDA RURAL,,1.0,2.0,11500.0,0.0,11500.0,0.0
,132,21200,REPARAC. Y MANT. EDIFICIO POLICIA LOCAL,,1.0,2.0,1000.0,0.0,1000.0,36.3
,132,22100,ENERGÍA ELECTRÍCA EDIFICIO POLICIA LOCAL,,1.0,2.0,9000.0,0.0,9000.0,1975.32
,132,22104,VESTUARIO POLICIA LOCAL,,1.0,2.0,12000.0,0.0,12000.0,1828.62
,132,22699,GASTOS DIVERSOS SEGURIDAD,,1.0,2.0,2000.0,0.0,2000.0,3469.72
,132,22799,SEGURIDAD. TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,1.0,2.0,6070.0,0.0,6070.0,1769.58
,132,23300,SEGURIDAD. OTRAS INDEMNIZACIONES,,1.0,2.0,2000.0,0.0,2000.0,1080.0
,132,46200,SEGURIDAD. TRANSFERENCIAS A AYUNTAMIENTOS,,1.0,4.0,31350.0,0.0,31350.0,0.0
,132,50000,SEGURIDAD. FONDO DE CONTINGENCIA,,1.0,5.0,13452.6,0.0,13452.6,0.0
,133,22109,ORDENACIÓN DEL TRAFICO Y ESTACIONAMIENTO. PLACAS SEÑALIZACIO,,1.0,2.0,7500.0,0.0,7500.0,3749.31
,133,22711,RETIRADA DE VEHICULOS,,1.0,2.0,12500.0,0.0,12500.0,843.37
,135,22699,GASTOS DIVERSOS. PROTECCION CIVIL,,1.0,2.0,5000.0,0.0,5000.0,709.76
