#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2018,,11200,I.B.I. RUSTICA,125712.33,0.0,125712.33,-115.08
2018,,11300,I.B.I. URBANA,3557466.42,0.0,3557466.42,9579.18
2018,,11500,IMPUESTO SOBRE VEHICULOS TRACCION MECAN.,402950.68,0.0,402950.68,406323.65
2018,,11600,IMPTO. I.V.T.M.U. (PLUSVALIAS),570000.0,0.0,570000.0,54415.03
2018,,13000,ACTIVIDADES ECONÓMICAS,353812.66,0.0,353812.66,0.0
2018,,13100,RECARGO PROVINCIAL SOBRE EL I.A.E.,79781.42,0.0,79781.42,0.0
2018,,29000,IMPTOS. SOBRE CONSTRUCCIONES E INSTALACIONES (ICO),170000.0,0.0,170000.0,618586.93
2018,,30200,T.P.S. RECOGIDA BASURAS,303670.6,0.0,303670.6,-482.32
2018,,30500,LONJAS Y MERCADOS,25000.0,0.0,25000.0,6732.05
2018,,30901,CEMENTERIO,4000.0,0.0,4000.0,1569.5
2018,,31200,T. ACTIVIDADES SERVICIOS EDUCATIVOS,30000.0,0.0,30000.0,3307.41
2018,,31300,TASA ACTIVIDADES CONCEJALIA DEPORTES,1000.0,0.0,1000.0,54.0
2018,,31900,TASA ACTIVIDADES CONCEJALIA CULTURA,15000.0,0.0,15000.0,6975.26
2018,,31901,TASA ACTIVIDADES CONCEJALIA FIESTAS,5000.0,0.0,5000.0,0.0
2018,,31902,ACTIVIDADES CONCEJALIA MEDIO AMBIENTE,0.0,0.0,0.0,0.0
2018,,31903,ACTIVIDADES CONCEJALIA SANIDAD,300.0,0.0,300.0,0.0
2018,,31904,CONCEJALIA DE JUVENTUD,0.0,0.0,0.0,1275.0
2018,,31905,CONCEJALIA DE TURISMO,300.0,0.0,300.0,0.0
2018,,32100,T.P.S. LICENCIAS URBANISTICAS,25000.0,0.0,25000.0,4261.21
2018,,32200,T.P.S. CEDULA HABITABILIDAD,1000.0,0.0,1000.0,734.89
2018,,32300,OTROS SERV. URBANISTICOS,20000.0,0.0,20000.0,5635.0
2018,,32500,T.P.S. EXPEDICION DE DOCUMENTOS,0.0,0.0,0.0,132.0
2018,,32600,RETIRADA VEHÍCULOS VÍA PÚBLICA,12000.0,0.0,12000.0,2980.0
2018,,32900,PRUEBAS SELECTIVAS,5000.0,0.0,5000.0,1670.7
2018,,33000,TASA POR ESTACIONAMIENTO DE VEHICULOS,0.0,0.0,0.0,0.0
2018,,33001,"T. ODPL OCUP. SUELO, VUELO Y SUBSUELO T. USO PCO.  L.",0.0,0.0,0.0,0.0
2018,,33004,"T. ODPL BARRACAS, PUESTOS DE VENTA ...",1000.0,0.0,1000.0,1844.5
2018,,33100,T. ODPL ENTRADA VEHIC. EDIF. Y RESER. APARC. VADOS,60000.0,0.0,60000.0,-277.22
2018,,33200,"T. UTILIZ PRIV APROV ESPECIAL EMPRESAS EXPL SERV (SUELO, VUE",240000.0,0.0,240000.0,60160.06
2018,,33500,T. ODPL OCUPAC. VIA PÚBLICA CON MESAS Y SILLAS,18000.0,0.0,18000.0,3317.67
2018,,33800,T. COMPENSACION TELEFONICA ESPAÑA SA,15000.0,0.0,15000.0,4970.7
2018,,33900,T. UTILIZACION PRIVATIVA DEL DOMINIO PUBLICO,0.0,0.0,0.0,0.0
2018,,33901,OCUPACION VIA PUBLICA ACTIVIDADES PARALELAS MUNDIAL MOTOCICL,20000.0,0.0,20000.0,0.0
2018,,33902,T. ODPL NICHOS CEMENTERIO,10000.0,0.0,10000.0,2234.0
2018,,33903,DE FAM.E INST.SIN FINES LUCRO.GAN.APRV.PASTOS,6000.0,0.0,6000.0,0.0
2018,,33904,T.ODPL. OCUP. VIA PCA. MATERIALES/MAQUINARIA CONSTRUC.,2000.0,0.0,2000.0,333.55
2018,,36000,PLACAS  VADOS Y CICLOMOTORES,0.0,0.0,0.0,0.0
2018,,36900,OTRAS VENTAS,0.0,0.0,0.0,0.0
2018,,38900,REINTEGROS,20000.0,0.0,20000.0,0.0
2018,,39120,MULTAS,15000.0,0.0,15000.0,9040.0
2018,,39200,RECARGOS POR DECLARACION EXTEMP SIN REQUERIMIENTO PREVIO,2000.0,0.0,2000.0,0.0
2018,,39211,RECARGO DE APREMIO,25000.0,0.0,25000.0,15178.35
2018,,39212,COSTAS RECAUDACION,500.0,0.0,500.0,8.42
2018,,39301,INTERESES DE DEMORA,4000.0,0.0,4000.0,7149.69
2018,,39700,CANON POR APROVECHAMIENTOS URBANÍSTICOS.,0.0,0.0,0.0,0.0
2018,,39800,INDEMNIZACIONES DE SEGUROS DE NO VIDA,2000.0,0.0,2000.0,0.0
2018,,39900,OTROS INGRESOS DIVERSOS.,2000.0,0.0,2000.0,448.23
2018,,39901,RECURSOS EVENTUALES,2000.0,0.0,2000.0,-2104.51
2018,,39902,ANUNCIOS,100.0,0.0,100.0,0.0
2018,,42000,PARTICIPACION MUNICIPAL EN LOS TRIBUTOS DEL ESTADO,1530000.0,0.0,1530000.0,253517.44
2018,,42090,OTRAS TRANSFERENCIAS CORRIENTES DEL ESTADO,0.0,0.0,0.0,0.0
2018,,42300,"DE EMPRESAS PUBLICAS Y OTROS ENTES(FVMP,..)",0.0,0.0,0.0,0.0
2018,,45001,TRANSFERENCIAS CCAA INCONDICIONADAS,0.0,0.0,0.0,58345.66
2018,,45002,DE LA ADMON. GRAL. C.V. CONS. SANIDAD (UPC),12000.0,0.0,12000.0,0.0
2018,,45003,DE LA ADMON GENERAL DE LAS CCAA (EMCORD),0.0,0.0,0.0,0.0
2018,,45004,DE LA ADMON GENERAL DE LAS CCAA (EMCORP),0.0,0.0,0.0,0.0
2018,,45030,"CONSELLERIA DEPORTES/EDUCACIÓN (EPA, programas deportivos...",40000.0,0.0,40000.0,0.0
2018,,45050,DE LA ADMON. GRAL C.V.  CONS. (ADL),14700.0,56791.42,71491.42,0.0
2018,,45051,DE LA ADMON GENERAL DE CCAA (EMCUJU),0.0,10128.73,10128.73,0.0
2018,,45052,DE LA ADMON GENERAL DE CCAA (EMPUJU),0.0,9588.93,9588.93,0.0
2018,,45080,DE LA ADMON. GRAL. C.V. CONS. TURISMO Y OTROS,0.0,11211.58,11211.58,0.0
2018,,46100,"DIPUTAC. PROVINCIAL CULTURA/BIENESTAR SOCIAL (JUVENT., SARC.",70000.0,12891.92,82891.92,3480.0
2018,,46101,TRANSFERENCIAS DE DIPUTACION INCONDICIONADAS,0.0,0.0,0.0,0.0
2018,,46202,OTRAS SUBVENCIONES DIPUTACION PROVINCIAL,0.0,0.0,0.0,18834.39
2018,,46300,TRANSFERENCIAS MANCOMUNIDAD HOYA BUÑOL,0.0,0.0,0.0,0.0
2018,,47000,APORT.EMPRESAS PRIVADAS (MUNDIAL),0.0,0.0,0.0,0.0
2018,,47001,TRANSFERENCIAS DE EMPRESAS PRIVADAS,0.0,0.0,0.0,0.0
2018,,48001,DE FAMILIAS E INSTITUCIONES (ENTS BANCARIAS),0.0,0.0,0.0,0.0
2018,,48002,TRANSFERENCIAS CORRIENTES. OTROS,0.0,0.0,0.0,506.94
2018,,48004,DONACIONES,0.0,0.0,0.0,0.0
2018,,52000,INTERESES EN CUENTAS CORRIENTES,10000.0,0.0,10000.0,82.8
2018,,54200,PRODUCTO ARRENDAMIENTOS FINCAS RUSTICAS,25000.0,0.0,25000.0,6330.81
2018,,55000,DE CONCESIONES ADMTIVAS CON CONTRAPRESTACIÓN PERIÓDICA,36000.0,0.0,36000.0,842.9
2018,,55500,EXPLOTACION CANTERAS,0.0,0.0,0.0,0.0
2018,,55900,OTROS (CANONES),50000.0,0.0,50000.0,2731.0
2018,,60000,ENAJENACION SOLARES,0.0,0.0,0.0,0.0
2018,,60100,ENAJENACION FINCAS RUSTICAS,0.0,0.0,0.0,0.0
2018,,60200,PARCELAS SOBRANTES VIA PUBLICA,0.0,0.0,0.0,0.0
2018,,72000,TRANSFERENCIAS DE CAPITAL DEL ESTADO,0.0,0.0,0.0,0.0
2018,,75000,SUBVENCION GENERALITAT,0.0,0.0,0.0,0.0
2018,,75001,CONSELLERIA (PLAN MEJORA MUNICIPIOS C.V.),0.0,0.0,0.0,0.0
2018,,75003,TRANSFERENCIAS DE CAPITAL DE LA CCAA EN MATERIA DE EDUCACION,0.0,0.0,0.0,0.0
2018,,75060,OTRAS TRANSF DE CAPITAL EN CUMP DE CONV SUSCRITOS CON LA C.A,0.0,0.0,0.0,0.0
2018,,76100,TRANSFERENCIAS DE CAPITAL DE DIPUTACIÓN.,0.0,362732.02,362732.02,439253.48
2018,,76104,TRANSFERENCIAS DE CAPITAL,0.0,0.0,0.0,0.0
2018,,76300,DE MANCOMUNIDADES DE MUNICIPIOS,0.0,0.0,0.0,0.0
